,full_name,resale_price,registered_year,engine_capacity,transmission_type,kms_driven,owner_type,fuel_type,seats,mileage,body_type
16483,Honda Brio VX AT,545000.0,2015,1198,Automatic,29000,Second Owner,Petrol,5,16.5,Hatchback
16484,Ford Ecosport 1.5 DV5 MT Titanium,550000.0,2013,1498,Manual,127000,Second Owner,Diesel,5,22.7,SUV
16485,Hyundai i20 1.2 Asta,825000.0,2019,1197,Manual,45000,Second Owner,Petrol,5,18.6,Hatchback
16486,Renault KWID 1.0 RXT Opt,590000.0,2022,999,Manual,16691,First Owner,Petrol,5,21.74,Hatchback
16487,Hyundai Grand i10 Nios Sportz,665000.0,2019,1197,Manual,25400,First Owner,Petrol,5,20.7,Hatchback
16488,Mercedes-Benz GLA Class 200 d Sport,2700000.0,2018,2143,Automatic,40000,Second Owner,Diesel,5,17.9,SUV
16489,Tata Harrier XZ BSIV,1695000.0,2019,1956,Manual,20564,First Owner,Diesel,5,17.0,SUV
16490,Honda Amaze S i-Vtech,415000.00000000006,2013,1198,Manual,74252,First Owner,Petrol,5,18.0,Sedan
16491,Maruti Swift Dzire VXI 1.2,675000.0,2017,1197,Manual,24119,First Owner,Petrol,5,21.21,Sedan
16492,Mini 3 DOOR S,3500000.0,2016,1998,Automatic,40000,First Owner,Petrol,4,17.33,Hatchback
16493,BMW X7 xDrive30d DPE Signature,110000.00000000001,2020,2993,Automatic,24000,First Owner,Diesel,7,13.38,SUV
16494,Volkswagen Polo GT TSI,925000.0,2018,1197,Automatic,42000,Second Owner,Petrol,5,17.21,Hatchback
16495,Volkswagen Polo Diesel Comfortline 1.2L,500000.0,2014,1199,Manual,43000,Second Owner,Diesel,5,22.07,Hatchback
16496,Fiat Punto 1.3 Dynamic,475000.0,2015,1248,Manual,57367,First Owner,Diesel,5,20.3,Hatchback
16497,Honda WR-V i-VTEC VX,875000.0,2019,1199,Manual,51338,First Owner,Petrol,5,17.5,SUV
16498,Honda Amaze S Petrol,675000.0,2019,1199,Manual,54856,First Owner,Petrol,5,18.6,Sedan
16499,Hyundai i10 Era,348000.0,2013,1086,Manual,56094,Second Owner,Petrol,5,19.81,Hatchback
16500,Maruti Swift Dzire ZDI,834000.0,2018,1248,Manual,57180,First Owner,Diesel,5,28.4,Sedan
16501,Maruti Wagon R LXI BS IV,405999.99999999994,2015,998,Manual,50936,Second Owner,Petrol,5,20.51,Hatchback
16502,Renault KWID 1.0 AMT RXL,417000.0,2018,999,Automatic,30285,Second Owner,Petrol,5,24.04,Hatchback
16503,Hyundai Venue SX Turbo,994999.9999999999,2020,998,Manual,33764,First Owner,Petrol,5,18.27,SUV
16504,Renault Duster 110PS Diesel RxZ AMT,861000.0,2016,1461,Automatic,72666,Second Owner,Diesel,5,19.6,SUV
16505,Ford Fiesta Diesel Style,395000.0,2012,1498,Manual,80000,Second Owner,Diesel,5,23.5,Sedan
16506,Hyundai i20 1.4 Magna AT,750000.0,2019,1368,Automatic,29000,First Owner,Petrol,5,18.6,Hatchback
16507,Ford Ecosport 1.5 Diesel Titanium BSIV,745000.0,2016,1498,Manual,65000,First Owner,Diesel,5,23.0,SUV
16508,Maruti Celerio VXI,495000.0,2016,998,Manual,45000,First Owner,Petrol,5,23.1,Hatchback
16509,Skoda Fabia 1.2 MPI Ambition Plus,370000.0,2012,1198,Manual,60000,First Owner,Petrol,5,16.25,Hatchback
16510,Mahindra Thar LX 4-Str Hard Top Diesel BSVI,1625000.0,2021,2184,Manual,39000,Second Owner,Diesel,4,15.2,SUV
16513,Maruti Ertiga VXI Limited Edition,725000.0,2017,1373,Manual,115000,Second Owner,Petrol,7,17.5,MUV
16514,Ford Aspire 1.2 Ti-VCT Titanium Plus,550000.0,2017,1196,Manual,44000,First Owner,Petrol,5,18.16,Sedan
16515,Ford Ecosport 1.5 Petrol Titanium AT,685000.0,2015,1496,Automatic,59000,Second Owner,Petrol,5,14.7,SUV
16516,Renault Duster Petrol RxL,695000.0,2015,1598,Manual,67000,First Owner,Petrol,5,13.24,SUV
16517,Maruti Swift Dzire AMT VXI,668000.0,2017,1197,Automatic,57211,First Owner,Petrol,5,21.21,Sedan
16518,Maruti Baleno Alpha CVT,899000.0,2019,1197,Automatic,35135,First Owner,Petrol,5,19.56,Hatchback
16519,Maruti Ritz VDi,509999.99999999994,2014,1248,Manual,75000,Second Owner,Diesel,5,23.2,Hatchback
16520,Toyota Innova Crysta 2.4 GX 7 STR,2150000.0,2020,2393,Manual,85000,First Owner,Diesel,7,12.0,MUV
16521,Maruti Ciaz 1.4 AT Alpha,825000.0,2017,1373,Automatic,32000,First Owner,Petrol,5,19.12,Sedan
16522,Maruti Ignis 1.3 Delta,690000.0,2018,1248,Manual,40000,Second Owner,Diesel,5,26.8,Hatchback
16523,Tata Nexon 1.2 Revotron XZA Plus,1016000.0,2019,1198,Automatic,40045,First Owner,Petrol,5,17.0,SUV
16524,Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,781000.0,2018,1497,Automatic,64345,First Owner,Petrol,5,14.8,SUV
16525,Mercedes-Benz GLS 350d 4MATIC,5900000.0,2016,2987,Automatic,36000,Second Owner,Diesel,7,11.0,SUV
16526,Hyundai i20 Magna Plus BSIV,733000.0,2019,1197,Manual,39302,First Owner,Petrol,5,18.6,Hatchback
16527,BMW 3 Series 320d,1107000.0,2010,1995,Automatic,4936,First Owner,Diesel,5,13.2,Sedan
16528,Hyundai Creta 1.6 VTVT SX Plus,856000.0,2016,1591,Manual,75120,Second Owner,Petrol,5,13.0,SUV
16529,Maruti Swift VXI,535000.0,2015,1197,Manual,119128,Second Owner,Petrol,5,21.21,Hatchback
16530,Hyundai Grand i10 1.2 Kappa Sportz BSIV,615000.0,2019,1197,Manual,36176,First Owner,Petrol,5,18.9,Hatchback
16531,Hyundai Grand i10 1.2 Kappa Sportz Option,615000.0,2018,1197,Manual,3578,First Owner,Petrol,5,18.9,Hatchback
16532,Hyundai i20 Diesel Sportz,878999.9999999999,2019,1396,Manual,54961,First Owner,Diesel,5,22.54,Hatchback
16533,Jeep Compass 2.0 Sport,1470000.0,2017,1956,Manual,42333,Second Owner,Diesel,5,17.1,SUV
16535,Honda Jazz 1.2 S i VTEC,675000.0,2016,1199,Manual,65888,First Owner,Petrol,5,18.7,Hatchback
16536,Hyundai Venue SX Turbo iMT,1265000.0,2022,998,Manual,18000,First Owner,Petrol,5,18.0,SUV
16537,Hyundai Verna 1.6 CRDi S,695000.0,2015,1582,Manual,84308,First Owner,Diesel,5,23.9,Sedan
16538,Hyundai Verna 1.6 SX VTVT (O) AT,695000.0,2015,1591,Automatic,43500,First Owner,Petrol,5,17.1,Sedan
16539,Maruti Swift Dzire VXI,601000.0,2015,1197,Manual,74104,First Owner,Petrol,5,20.85,Sedan
16540,Skoda Rapid 1.5 TDI Style BSIV,825000.0,2016,1498,Manual,74000,Second Owner,Diesel,5,21.13,Sedan
16541,Mahindra XUV500 W8 4WD,824000.0,2013,2179,Manual,40253,Second Owner,Diesel,7,15.1,SUV
16542,Renault Triber RXL EASY-R AMT,675000.0,2020,999,Automatic,54952,First Owner,Petrol,7,18.2,MUV
16544,Maruti Baleno Zeta,825000.0,2019,1197,Manual,15000,First Owner,Petrol,5,21.01,Hatchback
16545,Hyundai i10 Era 1.1,280000.0,2010,1086,Manual,42000,Second Owner,Petrol,5,19.81,Hatchback
16546,Hyundai Venue S,925000.0,2021,1197,Manual,68353,First Owner,Petrol,5,17.52,SUV
16547,Hyundai Grand i10 1.2 Kappa Sportz Option AT,610000.0,2017,1197,Automatic,24000,First Owner,Petrol,5,18.9,Hatchback
16548,Maruti Vitara Brezza ZDi AMT,1150000.0,2019,1248,Automatic,22000,First Owner,Diesel,5,24.3,SUV
16549,MG Hector Sharp DCT,1698999.9999999998,2019,1451,Automatic,21168,First Owner,Petrol,5,13.96,SUV
16550,BMW 5 Series 530d M Sport,4850000.0,2017,2993,Automatic,40000,First Owner,Diesel,5,14.69,Sedan
16551,Hyundai Verna 1.6 VTVT S,740000.0,2017,1591,Manual,46000,First Owner,Petrol,5,17.01,Sedan
16552,Tata Tigor XZA Plus AMT BSVI,813000.0000000001,2021,1199,Automatic,2024,First Owner,Petrol,5,19.6,Sedan
16553,Toyota Fortuner 4x2 AT,2250000.0,2016,2982,Automatic,95000,First Owner,Diesel,7,12.55,SUV
16554,Mahindra XUV500 W6 2WD,1150000.0,2016,2179,Manual,46000,Second Owner,Diesel,7,16.0,SUV
16555,Kia Seltos GTK,1351000.0,2019,1353,Manual,28690,First Owner,Petrol,5,16.1,SUV
16556,Maruti Ertiga CNG VXI,1150000.0,2021,1462,Manual,63500,Second Owner,CNG,7,26.08,MUV
16557,Mahindra Alturas G4 4X4 AT BSIV,2200000.0,2018,2157,Automatic,52000,Second Owner,Diesel,7,12.05,SUV
16559,Toyota Innova Crysta 2.8 GX AT 8S BSIV,1980000.0,2020,2755,Automatic,50000,First Owner,Diesel,8,11.36,MUV
16560,BMW X3 xDrive20d xLine,2695000.0,2017,1995,Automatic,23000,First Owner,Diesel,5,18.56,SUV
16561,Maruti Swift VXI,585000.0,2020,1197,Manual,41000,First Owner,Petrol,5,21.21,Hatchback
16562,Honda Amaze S Petrol,525000.0,2016,1199,Manual,33000,First Owner,Petrol,5,18.6,Sedan
16563,BMW 5 Series 530i M Sport,5250000.0,2019,1998,Automatic,15000,First Owner,Petrol,5,15.01,Sedan
16564,Maruti Wagon R CNG LXI Opt BSIV,553000.0,2021,998,Manual,59000,First Owner,CNG,5,33.54,Hatchback
16565,Maruti Wagon R CNG LXI BSIV,235000.0,2011,998,Manual,62000,First Owner,CNG,5,33.54,Hatchback
16566,Maruti Swift Dzire 1.2 Vxi BSIV,366000.0,2012,1197,Manual,80000,First Owner,Petrol,5,17.5,Sedan
16567,Honda City i VTEC SV,525000.0,2014,1497,Manual,80000,First Owner,Petrol,5,17.8,Sedan
16568,Hyundai Grand i10 Magna,396000.0,2015,1197,Manual,48000,First Owner,Petrol,5,18.9,Hatchback
16569,Maruti Celerio VXI AT,386000.0,2014,998,Automatic,63000,First Owner,Petrol,5,23.1,Hatchback
16570,Maruti Vitara Brezza LDi,696000.0,2018,1248,Manual,66000,First Owner,Diesel,5,24.3,SUV
16571,Maruti Wagon R AMT VXI,475000.0,2018,998,Automatic,51000,First Owner,Petrol,5,20.51,Hatchback
16572,Maruti Celerio VXI,390000.0,2018,998,Manual,78200,First Owner,Petrol,5,21.63,Hatchback
16573,Hyundai i10 Sportz AT,229999.99999999997,2011,1197,Automatic,58763,First Owner,Petrol,5,16.95,Hatchback
16574,Jeep Compass 2.0 Limited,1250000.0,2018,1956,Manual,69000,First Owner,Diesel,5,17.1,SUV
16575,Renault Kiger RXT,751000.0,2022,999,Manual,15920,First Owner,Petrol,5,19.17,SUV
16576,Maruti Swift VXI,530000.0,2019,1197,Manual,70000,First Owner,Petrol,5,21.21,Hatchback
16577,Hyundai Xcent Prime T Petrol,470000.0,2016,1197,Manual,80000,Second Owner,Petrol,5,15.38,Sedan
16578,Hyundai i20 Magna 1.4 CRDi (Diesel),300000.0,2013,1396,Manual,90000,Third Owner,Diesel,5,21.9,Hatchback
16579,Maruti Swift VDI BSIV,350000.0,2015,1248,Manual,120000,First Owner,Diesel,5,25.2,Hatchback
16580,Ford Ecosport 1.5 DV5 MT Titanium,409999.99999999994,2014,1498,Manual,120000,Second Owner,Diesel,5,22.7,SUV
16581,Mahindra XUV500 W10 2WD,1000000.0,2015,2179,Manual,50000,Second Owner,Diesel,7,16.0,SUV
16582,Renault Duster 85PS Diesel RxE,450000.0,2015,1461,Manual,40000,Second Owner,Diesel,5,19.87,SUV
16583,Audi A6 2.0 TDI,680000.0,2013,1968,Automatic,80000,Third Owner,Diesel,5,17.68,Sedan
16584,BMW X1 sDrive20i xLine,4300000.0,2022,1998,Automatic,20000,First Owner,Petrol,5,14.82,SUV
16585,Maruti Celerio ZXI Plus AMT BSVI,600000.0,2022,998,Automatic,30000,First Owner,Petrol,5,26.0,Hatchback
16586,Tata Xenon XT EX 4X2,615000.0,2017,2956,Manual,40000,Third Owner,Diesel,5,13.49,Pickup
16587,Maruti Alto 800 VXI BSVI,459999.99999999994,2022,796,Manual,10000,First Owner,Petrol,5,22.05,Hatchback
16588,Mahindra NuvoSport N8,375000.0,2016,1493,Manual,90000,Second Owner,Diesel,7,17.45,SUV
16589,Maruti Swift 1.2 VDI BSII,250000.0,2010,1248,Manual,80000,First Owner,Diesel,5,17.8,Hatchback
16590,Hyundai i10 Sportz Option,190000.0,2011,1197,Manual,60000,Second Owner,Petrol,5,20.36,Hatchback
16591,Maruti Vitara Brezza VXI,750000.0,2020,1462,Manual,27714,First Owner,Petrol,5,17.03,SUV
16592,Maruti Baleno 1.2 Delta,425000.0,2017,1197,Manual,70000,First Owner,Petrol,5,21.4,Hatchback
16593,Maruti Wagon R VXI BS IV,250000.0,2015,998,Manual,70000,Third Owner,Petrol,5,20.51,Hatchback
16594,Datsun GO Plus A,200000.0,2015,1198,Manual,100000,Second Owner,Petrol,7,20.62,MUV
16595,Maruti Ritz LDi,150000.0,2009,1248,Manual,120000,First Owner,Diesel,5,21.1,Hatchback
16596,Datsun GO Plus A EPS,231000.0,2016,1198,Manual,60000,First Owner,Petrol,7,19.44,MUV
16597,Hyundai Verna CRDi 1.6 AT SX Plus,850000.0,2018,1582,Automatic,80000,Third Owner,Diesel,5,22.0,Sedan
16598,Maruti Baleno 1.2 Delta,400000.0,2016,1197,Manual,80000,First Owner,Petrol,5,21.4,Hatchback
16599,Maruti Wagon R LXI BS IV,220000.00000000003,2011,998,Manual,50000,First Owner,Petrol,5,18.9,Hatchback
16600,Tata Punch Adventure AMT BSVI,700000.0,2022,1199,Automatic,20000,First Owner,Petrol,5,18.8,SUV
16601,Tata Punch Adventure AMT BSVI,700000.0,2022,1199,Automatic,20000,First Owner,Petrol,5,18.8,SUV
16602,Hyundai i20 Asta Option CVT BSIV,600000.0,2019,1197,Automatic,20000,Second Owner,Petrol,5,17.4,Hatchback
16603,Hyundai EON Era,300000.0,2013,814,Manual,50000,First Owner,Petrol,5,21.1,Hatchback
16604,Maruti Alto K10 VXI S-CNG,500000.0,2023,998,Manual,150000,First Owner,CNG,4,33.85,Hatchback
16605,Mahindra Bolero Maxi Truck Plus CBC PS 1.2,670000.0,2021,2523,Manual,60000,First Owner,Diesel,2,17.2,Pickup
16606,Maruti Wagon R LXI CNG,275000.0,2017,998,Manual,80000,First Owner,CNG,5,26.6,Hatchback
16607,Maruti Swift VDI BSIV,300000.0,2015,1248,Manual,80000,First Owner,Diesel,5,25.2,Hatchback
16608,Maruti Wagon R VXI CNG BSVI,600000.0,2022,998,Manual,10000,First Owner,CNG,5,34.05,Hatchback
16609,Hyundai i10 Era,222000.00000000003,2009,1086,Manual,50000,First Owner,Petrol,5,19.81,Hatchback
16610,Hyundai i10 Era,222000.00000000003,2009,1086,Manual,50000,First Owner,Petrol,5,19.81,Hatchback
16611,Maruti Wagon R LXI CNG,200000.0,2012,998,Manual,150000,First Owner,CNG,5,26.2,Hatchback
16612,Ford Ecosport 1.5 Diesel Titanium BSIV,550000.0,2017,1498,Manual,80000,First Owner,Diesel,5,23.0,SUV
16613,Mahindra Ssangyong Rexton RX6,800000.0,2014,2696,Manual,150000,First Owner,Diesel,7,12.4,SUV
16614,Hyundai Santro Xing GL CNG,150000.0,2008,1086,Manual,120000,Third Owner,CNG,5,17.0,Hatchback
16616,Honda Amaze S BSVI,730000.0,2022,1199,Manual,30000,First Owner,Petrol,5,18.6,Sedan
16617,Hyundai i10 Magna 1.1,180000.0,2009,1086,Manual,80000,Second Owner,Petrol,5,19.81,Hatchback
16618,Maruti Alto LX,3500000.0,2007,796,Manual,120000,Second Owner,Petrol,5,19.7,Hatchback
16619,Tata Punch Camo Accomplished AMT BSVI,600000.0,2022,1199,Automatic,10000,First Owner,Petrol,5,18.8,SUV
16620,Hyundai Verna CRDi 1.6 SX,720000.0,2018,1582,Manual,80000,Third Owner,Diesel,5,22.0,Sedan
16621,Honda City 1.5 E MT,250000.0,2010,1497,Manual,100000,Third Owner,Petrol,5,17.0,Sedan
16622,Maruti Alto 800 LXI,150000.0,2014,796,Manual,60000,First Owner,Petrol,5,22.74,Hatchback
16623,Maruti Alto 800 LXI,170000.0,2012,796,Manual,120000,Second Owner,Petrol,5,22.74,Hatchback
16624,Tata Indica Quadrajet VX,150000.0,2012,1248,Manual,90000,Second Owner,Diesel,5,22.3,Hatchback
16625,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,400000.0,2017,1197,Manual,30000,First Owner,Petrol,5,18.9,Hatchback
16626,Hyundai Grand i10 1.2 Kappa Magna BSIV,450000.0,2018,1197,Manual,30000,First Owner,Petrol,5,18.9,Hatchback
16627,Ford Ecosport 1.5 DV5 MT Trend,360000.0,2015,1498,Manual,50000,First Owner,Diesel,5,22.7,SUV
16628,Maruti Swift VXI,530000.0,2021,1197,Manual,50000,Second Owner,Petrol,5,21.21,Hatchback
16629,Audi A4 2.0 TDI Premium Plus,1100000.0,2014,1968,Automatic,100000,First Owner,Diesel,5,17.11,Sedan
16630,Hyundai Xcent 1.2 CRDi E Plus,360000.0,2017,1186,Manual,70000,First Owner,Diesel,5,25.4,Sedan
16631,Hyundai Xcent 1.2 CRDi E Plus,265000.0,2017,1186,Manual,70000,First Owner,Diesel,5,25.4,Sedan
16632,Maruti Eeco CNG 5 Seater AC BSIV,252999.99999999997,2016,1196,Manual,100000,Second Owner,CNG,5,21.94,Maruti
16633,Renault KWID 1.0 AMT RXT,300000.0,2018,999,Automatic,60000,First Owner,Petrol,5,24.04,Hatchback
16634,Mahindra Bolero Special Edition,550000.0,2014,2523,Manual,60000,First Owner,Diesel,7,15.96,SUV
16635,Tata Tiago 1.05 Revotorq XZ,400000.0,2017,1047,Manual,40000,First Owner,Diesel,5,27.28,Hatchback
16636,Hyundai i20 1.2 Asta,295000.0,2010,1197,Manual,50000,First Owner,Petrol,5,17.0,Hatchback
16637,Tata Indigo LX BSIV,200000.0,2014,1396,Manual,60000,First Owner,Diesel,5,23.03,Sedan
16638,Tata Indigo LX BSIV,200000.0,2014,1396,Manual,60000,First Owner,Diesel,5,23.03,Sedan
16639,Maruti Ritz VXi,220000.00000000003,2013,1197,Manual,80000,Second Owner,Petrol,5,18.5,Hatchback
16640,Volkswagen Ameo 1.2 MPI Anniversary Edition,350000.0,2017,1198,Manual,70000,First Owner,Petrol,5,17.0,Sedan
16641,Renault KWID RXL,295000.0,2019,799,Manual,30000,First Owner,Petrol,5,25.17,Hatchback
16642,Tata Tiago 1.2 Revotron XZ,280000.0,2016,1199,Manual,150000,First Owner,Petrol,5,23.84,Hatchback
16643,Maruti Swift Dzire VDI,425000.0,2015,1248,Manual,150000,First Owner,Diesel,5,26.59,Sedan
16644,Hyundai i10 Era,222000.00000000003,2009,1086,Manual,50000,First Owner,Petrol,5,19.81,Hatchback
16645,Nissan Micra XL Primo,150000.0,2011,1198,Manual,80000,Third Owner,Petrol,5,18.06,Hatchback
16646,Maruti Alto 800 LX,170000.0,2017,796,Manual,80000,First Owner,Petrol,5,24.7,Hatchback
16647,Hyundai i10 Era,9000000.0,2009,1086,Manual,90000,Second Owner,Petrol,5,19.81,Hatchback
16648,Hyundai i10 Magna,150000.0,2010,1197,Manual,70000,First Owner,Petrol,5,20.36,Hatchback
16649,Hyundai i10 Magna,180000.0,2012,1197,Manual,150000,First Owner,Petrol,5,20.36,Hatchback
16650,Maruti Wagon R CNG LXI Opt,515000.00000000006,2021,998,Manual,40000,First Owner,CNG,5,32.52,Hatchback
16651,Renault KWID 1.0 RXT Optional AT 2016-2019,200000.0,2017,999,Automatic,40000,Second Owner,Petrol,5,23.01,Hatchback
16652,Renault KWID 1.0 RXT Optional AT 2016-2019,200000.0,2017,999,Automatic,40000,Second Owner,Petrol,5,23.01,Hatchback
16653,Maruti Celerio LXI,450000.0,2021,998,Manual,60000,First Owner,Petrol,5,21.63,Hatchback
16654,Hyundai i10 Sportz 1.1L,350000.0,2017,1086,Manual,80000,First Owner,Petrol,5,19.81,Hatchback
16655,Hyundai Xcent 1.1 CRDi S,250000.0,2014,1120,Manual,60000,Second Owner,Diesel,5,24.4,Sedan
16656,Toyota Corolla Altis G,200000.0,2009,1798,Manual,100000,Third Owner,Petrol,5,14.53,Sedan
16657,Volkswagen Vento Diesel Highline,365000.0,2012,1598,Manual,85000,Second Owner,Diesel,5,20.54,Sedan
16658,Mahindra XUV500 W7 AT,1589000.0,2020,2179,Automatic,49500,First Owner,Diesel,7,15.1,SUV
16659,Maruti Ciaz Alpha BSVI,928999.9999999999,2020,1462,Manual,23400,First Owner,Petrol,5,20.65,Sedan
16660,Maruti XL6 Alpha AT,1100000.0,2019,1462,Automatic,66489,First Owner,Petrol,6,17.99,MUV
16661,Maruti Baleno 1.2 Zeta,670000.0,2017,1197,Manual,84000,First Owner,Petrol,5,21.4,Hatchback
16662,Hyundai i20 Asta 1.2,625000.0,2017,1197,Manual,116000,First Owner,Petrol,5,18.6,Hatchback
16663,Nissan Sunny Diesel XL,330000.0,2012,1461,Manual,75485,First Owner,Diesel,5,21.64,Sedan
16664,Hyundai i20 Magna 1.4 CRDi (Diesel),350000.0,2013,1396,Manual,80759,First Owner,Diesel,5,21.9,Hatchback
16665,Maruti Swift Dzire AMT ZDI,830000.0000000001,2017,1248,Automatic,97531,First Owner,Diesel,5,28.4,Sedan
16666,Mahindra Alturas G4 4X4 AT BSIV,2295000.0,2019,2157,Automatic,62500,First Owner,Diesel,7,12.05,SUV
16667,Tata Tigor 1.2 Revotron XZA,595000.0,2017,1199,Automatic,48000,First Owner,Petrol,5,20.3,Sedan
16668,Nissan Magnite Turbo CVT XV BSVI,994999.9999999999,2022,999,Automatic,8500,First Owner,Petrol,5,17.4,SUV
16669,Nissan Magnite Turbo CVT XV Red Edition BSVI,1075000.0,2021,999,Automatic,14000,First Owner,Petrol,5,17.4,SUV
16670,Maruti Wagon R LX BSIII,175000.0,2008,1061,Manual,71961,First Owner,Petrol,5,17.3,Hatchback
16671,Maruti Swift LXI,650000.0,2022,1197,Manual,22907,First Owner,Petrol,5,22.38,Hatchback
16672,Maruti Alto 800 LXI,325000.0,2018,796,Manual,34000,First Owner,Petrol,5,24.7,Hatchback
16673,Mahindra TUV 300 T6,980000.0000000001,2019,1493,Manual,46000,First Owner,Diesel,7,18.49,SUV
16674,Mahindra XUV500 W8 2WD,890000.0,2013,2179,Manual,59157,First Owner,Diesel,7,15.1,SUV
16675,Hyundai i20 1.2 Magna,280000.0,2011,1197,Manual,114000,First Owner,Petrol,5,18.5,Hatchback
16676,Skoda Rapid 1.6 TDI Elegance,470000.0,2012,1598,Manual,94999,First Owner,Diesel,5,20.5,Sedan
16677,Hyundai i20 Petrol Spotz,680000.0,2018,1197,Manual,73000,First Owner,Petrol,5,18.6,Hatchback
16678,Mahindra XUV500 W7,1650000.0,2020,2179,Manual,55252,First Owner,Diesel,7,15.1,SUV
16679,Maruti Ciaz 1.3 Alpha,780000.0,2017,1248,Manual,79270,First Owner,Diesel,5,28.09,Sedan
16680,BMW X1 sDrive20d,894999.9999999999,2013,1995,Automatic,110000,First Owner,Diesel,5,17.05,SUV
16681,Honda Amaze SX i-DTEC,550000.0,2015,1498,Manual,109480,First Owner,Diesel,5,25.8,Sedan
16682,Maruti Vitara Brezza VXI AT,1085000.0,2020,1462,Automatic,50980,First Owner,Petrol,5,18.76,SUV
16683,Maruti Vitara Brezza ZDi,860000.0,2018,1248,Manual,110000,First Owner,Diesel,5,24.3,SUV
16684,Hyundai i20 Active S Diesel,799000.0,2018,1396,Manual,7500,First Owner,Diesel,5,21.19,Hatchback
16685,Maruti Swift VDI,390000.0,2013,1248,Manual,71000,First Owner,Diesel,5,22.9,Hatchback
16686,Hyundai Verna 1.6 SX VTVT,580000.0,2015,1591,Manual,84000,First Owner,Petrol,5,17.01,Sedan
16687,Hyundai Venue S Turbo,919999.9999999999,2019,998,Manual,41000,First Owner,Petrol,5,18.27,SUV
16688,Mahindra XUV300 W8 Option Diesel BSIV,1150000.0,2019,1497,Manual,65175,First Owner,Diesel,5,20.0,SUV
16689,Maruti Ritz LDi,330000.0,2015,1248,Manual,115791,First Owner,Diesel,5,23.2,Hatchback
16690,Mercedes-Benz C-Class C 220d Avantgarde Edition C,2800000.0,2017,2143,Automatic,72000,First Owner,Diesel,5,19.27,Sedan
16691,Maruti Alto 800 LXI,270000.0,2013,796,Manual,12000,First Owner,Petrol,5,22.74,Hatchback
16692,Jaguar XF 2.0 Diesel Portfolio,3600000.0,2016,1999,Automatic,61097,First Owner,Diesel,5,19.33,Sedan
16693,Mercedes-Benz GLA Class 200 CDI,1980000.0,2017,2143,Automatic,77000,First Owner,Diesel,5,17.9,SUV
16694,Hyundai i20 Asta Optional With Sunroof 1.2,395000.0,2009,1197,Manual,95778,First Owner,Petrol,5,17.0,Hatchback
16695,Toyota Fortuner 2.8 2WD MT,3400000.0,2019,2755,Manual,144758,First Owner,Diesel,7,14.24,SUV
16696,Hyundai Santro Xing XS,110000.00000000001,2004,1086,Manual,93000,First Owner,Petrol,5,17.8,Hatchback
16697,Maruti Eeco 5 Seater AC 2020-2022,590000.0,2021,1196,Manual,22340,First Owner,Petrol,5,16.11,Minivans
16698,Hyundai Creta 1.6 CRDi SX,1050000.0,2016,1582,Manual,109332,First Owner,Diesel,5,19.67,SUV
16699,Hyundai i20 Sportz 1.2,650000.0,2016,1197,Manual,51817,First Owner,Petrol,5,18.5,Hatchback
16700,Honda Jazz 1.5 V i DTEC,484999.99999999994,2016,1498,Manual,79000,Second Owner,Diesel,5,27.3,Hatchback
16701,Volkswagen Polo 1.5 TDI Highline,520000.0,2014,1498,Manual,104290,First Owner,Diesel,5,20.14,Hatchback
16702,Hyundai Grand i10 Sportz,495000.0,2014,1197,Manual,41149,First Owner,Petrol,5,18.9,Hatchback
16703,Maruti Vitara Brezza ZDi Plus AMT,990000.0,2018,1248,Automatic,98000,First Owner,Diesel,5,24.3,SUV
16704,Hyundai Grand i10 CRDi Magna,470000.0,2016,1120,Manual,62000,First Owner,Diesel,5,24.0,Hatchback
16705,Hyundai i20 Sportz Plus Diesel,785000.0,2019,1396,Manual,78000,First Owner,Diesel,5,22.54,Hatchback
16706,Hyundai Creta 1.4 E Plus CRDi,940000.0,2017,1396,Manual,122000,First Owner,Diesel,5,22.1,SUV
16707,Hyundai i20 Diesel Sportz,780000.0,2018,1396,Manual,77712,First Owner,Diesel,5,22.54,Hatchback
16708,Kia Seltos HTK Plus AT D,1625000.0,2019,1493,Automatic,26000,First Owner,Diesel,5,17.8,SUV
16709,Honda City i DTEC V,680000.0,2015,1498,Manual,77265,First Owner,Diesel,5,26.0,Sedan
16710,Maruti Ritz LXI,250000.0,2011,1197,Manual,86000,First Owner,Petrol,5,21.1,Hatchback
16711,Maruti Wagon R LXI,215000.0,2009,998,Manual,45000,First Owner,Petrol,5,21.79,Hatchback
